2007-02-20 01:35:46,121.472,31.2413,180
2007-02-20 01:36:05,121.4721,31.2403,180
2007-02-20 01:36:21,121.4706,31.24,270
2007-02-20 01:36:37,121.469,31.2395,224
2007-02-20 01:36:53,121.4691,31.2381,180
2007-02-20 01:37:09,121.47,31.2363,134
2007-02-20 01:37:25,121.471,31.2346,134
2007-02-20 01:37:41,121.4721,31.2328,134
2007-02-20 01:37:57,121.4733,31.231,134
2007-02-20 01:38:13,121.4745,31.2293,134
2007-02-20 01:38:29,121.4753,31.228,134
2007-02-20 01:38:47,121.4753,31.2271,270
2007-02-20 01:39:06,121.475,31.227,270
2007-02-20 01:40:07,121.4716,31.2258,224
2007-02-20 01:41:08,121.4708,31.2255,224
2007-02-20 01:42:09,121.4671,31.224,224
2007-02-20 01:43:10,121.4668,31.2205,180
2007-02-20 01:44:11,121.4683,31.2108,134
2007-02-20 01:45:11,121.47,31.2068,134
2007-02-20 01:46:12,121.47,31.2068,134
2007-02-20 01:47:11,121.4698,31.2008,270
2007-02-20 01:48:11,121.4698,31.2008,270
2007-02-20 01:49:12,121.4686,31.2005,270
2007-02-20 01:49:39,121.4676,31.2001,314
2007-02-20 01:49:55,121.467,31.2016,314
2007-02-20 01:50:53,121.467,31.204,90
2007-02-20 01:51:09,121.4691,31.2045,90
2007-02-20 01:51:25,121.4706,31.2045,134
2007-02-20 01:51:41,121.4711,31.2028,180
2007-02-20 01:51:57,121.4718,31.201,180
2007-02-20 01:52:37,121.4711,31.203,314
2007-02-20 01:52:54,121.4705,31.2053,314
2007-02-20 01:53:10,121.47,31.2066,0
2007-02-20 01:53:26,121.4695,31.208,0
2007-02-20 01:53:57,121.4685,31.2106,0
2007-02-20 01:54:26,121.469,31.21,314
2007-02-20 01:55:27,121.4691,31.2101,0
2007-02-20 01:55:43,121.4686,31.2111,314
2007-02-20 01:55:59,121.4675,31.213,314
2007-02-20 01:56:15,121.4663,31.2148,314
2007-02-20 01:56:31,121.4663,31.2156,90
2007-02-20 01:57:03,121.469,31.216,90
2007-02-20 01:57:19,121.4706,31.2163,90
2007-02-20 01:57:51,121.4701,31.2191,0
2007-02-20 01:58:08,121.47,31.2201,0
2007-02-20 01:59:09,121.4698,31.221,0
2007-02-20 02:00:10,121.4698,31.2208,0
2007-02-20 02:01:11,121.4698,31.221,0
2007-02-20 02:03:13,121.4696,31.2205,180
2007-02-20 02:03:37,121.4696,31.2206,270
2007-02-20 02:04:38,121.4711,31.2211,134
2007-02-20 02:06:39,121.472,31.226,44
2007-02-20 02:07:41,121.475,31.2288,314
2007-02-20 02:08:42,121.4773,31.2321,44
2007-02-20 02:09:42,121.4846,31.2326,90
2007-02-20 02:10:43,121.4846,31.2326,90
2007-02-20 02:11:45,121.4846,31.2326,90
2007-02-20 02:12:46,121.5088,31.2406,90
2007-02-20 02:13:47,121.5151,31.2423,90
2007-02-20 02:14:48,121.5246,31.2426,90
2007-02-20 02:15:49,121.5273,31.2435,90
2007-02-20 02:16:49,121.5336,31.2453,90
2007-02-20 02:17:51,121.5388,31.2446,134
2007-02-20 02:18:49,121.5396,31.2436,90
2007-02-20 02:19:04,121.5396,31.2436,90
2007-02-20 02:20:49,121.539,31.2443,314
2007-02-20 02:21:25,121.5388,31.2446,44
2007-02-20 02:22:26,121.5435,31.2396,134
2007-02-20 02:23:27,121.545,31.2368,180
2007-02-20 02:24:28,121.5416,31.2343,134
2007-02-20 02:25:21,121.5413,31.2338,314
2007-02-20 02:25:36,121.5413,31.2338,314
2007-02-20 02:26:37,121.5413,31.2338,134
2007-02-20 02:27:12,121.542,31.2338,0
2007-02-20 02:27:28,121.5415,31.2348,314
2007-02-20 02:28:22,121.539,31.2345,224
2007-02-20 02:28:38,121.5376,31.234,224
2007-02-20 02:28:54,121.5358,31.2333,224
2007-02-20 02:29:09,121.534,31.2323,224
2007-02-20 02:29:26,121.532,31.2311,224
2007-02-20 02:29:42,121.5301,31.2305,270
2007-02-20 02:29:58,121.5281,31.2298,270
2007-02-20 02:30:14,121.5265,31.2293,270
2007-02-20 02:31:14,121.5261,31.2293,270
2007-02-20 02:31:32,121.5251,31.2295,314
2007-02-20 02:31:48,121.5238,31.2305,314
2007-02-20 02:32:04,121.5223,31.2313,314
2007-02-20 02:33:16,121.522,31.2313,90
2007-02-20 02:33:32,121.5233,31.2306,134
2007-02-20 02:33:49,121.524,31.23,134
2007-02-20 02:34:06,121.525,31.2293,134
2007-02-20 02:34:29,121.5243,31.2298,314
2007-02-20 02:34:46,121.5233,31.2308,314
2007-02-20 02:35:02,121.5216,31.2315,270
2007-02-20 02:36:03,121.5213,31.2316,270
2007-02-20 02:36:28,121.5203,31.232,314
